order_id,order_date,category,sub_category,region,supply_chain_status,inventory_days,quantity,unit_cost,unit_price,discount_pct,gross_revenue,total_cost,net_revenue,net_profit,profit_margin_pct
ORD-13950,2023-03-17,Apparel,Shirts,East,"Delayed - Transit",135,1,159.75,201.35,0.36,201.35,159.75,128.86,-30.89,-23.97
ORD-13951,2023-05-22,Apparel,Pants,East,"Delayed - Customs",138,1,335.58,375.27,0.36,375.27,335.58,240.17,-95.41,-39.72
ORD-13952,2023-03-18,Apparel,Footwear,South,On-Time,23,3,377.63,894.88,0.05,2684.64,1132.89,2550.41,1417.52,55.58
ORD-13953,2023-11-30,Apparel,Shirts,South,On-Time,35,2,113.51,227.72,0.00,455.44,227.02,455.44,228.42,50.15
ORD-13954,2023-07-04,Furniture,Tables,North,On-Time,96,3,53.53,60.15,0.50,180.45,160.59,90.23,-70.37,-77.99
ORD-13955,2023-06-05,Furniture,Tables,North,On-Time,104,3,116.23,132.90,0.62,398.70,348.69,151.51,-197.18,-130.15
ORD-13956,2023-04-04,Electronics,Computers,East,On-Time,15,2,69.74,166.18,0.05,332.36,139.48,315.74,176.26,55.82
ORD-13957,2023-03-23,Apparel,Pants,East,On-Time,32,1,299.37,518.29,0.05,518.29,299.37,492.38,193.01,39.20
ORD-13958,2023-03-24,Furniture,Tables,East,"Delayed - Customs",146,2,204.72,237.85,0.43,475.70,409.44,271.15,-138.29,-51.00
ORD-13959,2023-06-24,Apparel,Footwear,West,On-Time,15,4,311.19,740.51,0.00,2962.04,1244.76,2962.04,1717.28,57.98
ORD-13960,2023-04-12,Furniture,Chairs,South,On-Time,90,4,248.12,279.15,0.58,1116.60,992.48,468.97,-523.51,-111.63
ORD-13961,2023-05-27,Furniture,Desks,East,"Delayed - Transit",80,3,152.59,172.90,0.00,518.70,457.77,518.70,60.93,11.75
ORD-13962,2023-06-05,Furniture,Desks,South,On-Time,125,3,55.06,63.59,0.59,190.77,165.18,78.22,-86.96,-111.19
ORD-13963,2023-04-14,Electronics,Audio,North,On-Time,33,4,171.91,374.49,0.00,1497.96,687.64,1497.96,810.32,54.09
ORD-13964,2023-12-01,Furniture,Chairs,West,On-Time,98,4,270.57,290.79,0.46,1163.16,1082.28,628.11,-454.17,-72.31
ORD-13965,2023-09-25,Apparel,Uncategorized,West,On-Time,20,1,85.64,177.10,0.00,177.10,85.64,177.10,91.46,51.64
ORD-13966,2023-12-28,Electronics,Accessories,North,On-Time,48,5,278.20,642.54,0.00,3212.70,1391.00,3212.70,1821.70,56.70
ORD-13967,2023-06-03,Electronics,Audio,North,On-Time,21,2,139.57,292.62,0.00,585.24,279.14,585.24,306.10,52.30
ORD-13968,2023-03-14,Apparel,Pants,West,On-Time,54,1,66.01,141.29,0.05,141.29,66.01,134.23,68.22,50.82
ORD-13969,2023-08-01,Furniture,Tables,West,"Delayed - Customs",107,1,237.40,250.32,0.49,250.32,237.40,127.66,-109.74,-85.96
ORD-13970,2023-03-24,Electronics,Audio,West,On-Time,29,1,338.45,779.34,0.00,779.34,338.45,779.34,440.89,56.57
ORD-13971,2023-11-29,Apparel,Pants,North,On-Time,49,3,51.45,88.57,0.00,265.71,154.35,265.71,111.36,41.91
ORD-13972,2023-04-09,Electronics,Computers,West,On-Time,24,2,192.62,423.43,0.05,846.86,385.24,804.52,419.28,52.12
ORD-13973,2023-01-06,Apparel,Footwear,South,On-Time,46,5,264.06,535.48,0.00,2677.40,1320.30,2677.40,1357.10,50.69
ORD-13974,2023-10-15,Furniture,Tables,West,On-Time,117,4,132.07,172.76,0.36,691.04,528.28,442.27,-86.01,-19.45
ORD-13975,2023-07-28,Furniture,Chairs,South,"Delayed - Transit",117,3,135.61,161.77,0.50,485.31,406.83,242.66,-164.18,-67.66
ORD-13976,2023-11-25,Furniture,Chairs,North,On-Time,133,1,369.91,427.10,0.40,427.10,369.91,256.26,-113.65,-44.35
ORD-13977,2023-06-18,Electronics,Accessories,East,On-Time,59,4,145.79,298.35,0.00,1193.40,583.16,1193.40,610.24,51.13
ORD-13978,2023-10-09,Electronics,Accessories,East,On-Time,40,4,265.98,559.72,0.05,2238.88,1063.92,2126.94,1063.02,49.98
ORD-13979,2023-12-09,Electronics,Computers,South,On-Time,21,4,100.51,238.23,0.05,952.92,402.04,905.27,503.23,55.59
ORD-13980,2023-08-25,Electronics,Audio,North,On-Time,39,5,66.94,113.49,0.05,567.45,334.70,539.08,204.38,37.91
ORD-13981,2023-09-23,Electronics,Audio,South,On-Time,29,2,200.79,326.32,0.05,652.64,401.58,620.01,218.43,35.23
ORD-13982,2023-06-23,Furniture,Desks,South,On-Time,114,4,67.95,87.29,0.56,349.16,271.80,153.63,-118.17,-76.92
ORD-13983,2023-06-03,Apparel,Pants,South,On-Time,25,3,322.77,774.19,0.05,2322.57,968.31,2206.44,1238.13,56.11
ORD-13984,2023-12-01,Furniture,Chairs,South,On-Time,132,3,261.18,291.61,0.50,874.83,783.54,437.42,-346.13,-79.13
ORD-13985,2023-07-15,Furniture,Desks,North,On-Time,85,3,178.83,197.59,0.00,592.77,536.49,592.77,56.28,9.49
ORD-13986,2023-01-06,Apparel,Shirts,North,On-Time,33,2,288.66,526.73,0.05,1053.46,577.32,1000.79,423.47,42.31
ORD-13987,2023-02-24,Electronics,Accessories,East,On-Time,24,2,161.82,331.61,0.00,663.22,323.64,663.22,339.58,51.20
ORD-13988,2023-08-18,Electronics,Computers,North,"Delayed - Transit",107,1,205.87,239.57,0.60,239.57,205.87,95.83,-110.04,-114.83
ORD-13989,2023-07-31,Electronics,Accessories,North,On-Time,26,3,178.16,419.52,0.05,1258.56,534.48,1195.63,661.15,55.30
ORD-13990,2023-08-16,Electronics,Audio,North,On-Time,15,2,290.58,640.65,0.00,1281.30,581.16,1281.30,700.14,54.64
ORD-13991,2023-08-24,Apparel,Pants,East,On-Time,38,5,132.95,218.51,0.05,1092.55,664.75,1037.92,373.17,35.95
ORD-13992,2023-12-23,Apparel,Shirts,South,On-Time,24,4,88.28,201.27,0.00,805.08,353.12,805.08,451.96,56.14
ORD-13993,2023-11-06,Furniture,Tables,North,On-Time,92,5,100.84,133.68,0.61,668.40,504.20,260.68,-243.52,-93.42
ORD-13994,2023-04-28,Electronics,Computers,South,"Delayed - Customs",134,1,202.50,232.68,0.38,232.68,202.50,144.26,-58.24,-40.37
ORD-13995,2023-06-17,Electronics,Computers,East,On-Time,15,3,181.35,374.63,0.05,1123.89,544.05,1067.70,523.65,49.04
ORD-13996,2023-09-16,Electronics,Computers,North,On-Time,27,2,114.58,265.44,0.05,530.88,229.16,504.34,275.18,54.56
ORD-13997,2023-05-04,Furniture,Desks,South,On-Time,105,1,331.32,433.75,0.44,433.75,331.32,242.90,-88.42,-36.40
ORD-13998,2023-04-16,Apparel,Shirts,South,"Delayed - Transit",123,3,390.41,460.61,0.60,1381.83,1171.23,552.73,-618.50,-111.90
ORD-13999,2023-09-21,Electronics,Accessories,East,On-Time,48,4,391.13,932.43,0.00,3729.72,1564.52,3729.72,2165.20,58.05
ORD-14000,2023-04-01,Apparel,Footwear,West,On-Time,23,4,193.27,462.50,0.00,1850.00,773.08,1850.00,1076.92,58.21
ORD-14001,2023-02-26,Apparel,Footwear,East,On-Time,46,3,63.52,138.65,0.00,415.95,190.56,415.95,225.39,54.19
ORD-14002,2023-02-09,Furniture,Desks,East,On-Time,98,2,389.98,514.29,0.42,1028.58,779.96,596.58,-183.38,-30.74
ORD-14003,2023-05-24,Apparel,Shirts,South,On-Time,22,2,203.48,367.91,0.00,735.82,406.96,735.82,328.86,44.69
ORD-14004,2023-04-19,Apparel,Shirts,West,On-Time,43,3,83.84,183.27,0.00,549.81,251.52,549.81,298.29,54.25
ORD-14005,2023-03-30,Furniture,Tables,South,On-Time,120,3,242.94,306.65,0.55,919.95,728.82,413.98,-314.84,-76.05
ORD-14006,2023-03-30,Furniture,Desks,East,"Delayed - Customs",72,1,126.08,153.94,0.00,153.94,126.08,153.94,27.86,18.10
ORD-14007,2023-02-15,Electronics,Computers,South,On-Time,33,4,144.98,296.65,0.00,1186.60,579.92,1186.60,606.68,51.13
ORD-14008,2023-01-06,Apparel,Pants,West,On-Time,42,1,331.11,752.06,0.05,752.06,331.11,714.46,383.35,53.66
ORD-14009,2023-08-19,Electronics,Audio,East,On-Time,18,2,134.31,287.77,0.00,575.54,268.62,575.54,306.92,53.33
ORD-14010,2023-04-14,Electronics,Accessories,West,"Delayed - Customs",138,3,281.76,314.20,0.52,942.60,845.28,452.45,-392.83,-86.82
ORD-14011,2023-05-01,Electronics,Audio,North,"Delayed - Transit",97,3,307.15,349.00,0.46,1047.00,921.45,565.38,-356.07,-62.98
ORD-14012,2023-11-18,Apparel,Shirts,South,On-Time,27,1,64.27,106.55,0.05,106.55,64.27,101.22,36.95,36.51
ORD-14013,2023-07-07,Electronics,Accessories,East,On-Time,35,5,142.78,314.71,0.05,1573.55,713.90,1494.87,780.97,52.24
ORD-14014,2023-09-20,Electronics,Uncategorized,East,On-Time,1,2,143.61,321.21,0.00,642.42,287.22,642.42,355.20,55.29
ORD-14015,2023-03-12,Electronics,Audio,West,"Delayed - Customs",160,3,330.94,356.09,0.39,1068.27,992.82,651.64,-341.18,-52.36
ORD-14016,2023-01-14,Electronics,Audio,West,On-Time,28,3,394.16,778.22,0.00,2334.66,1182.48,2334.66,1152.18,49.35
ORD-14017,2023-05-11,Apparel,Footwear,East,On-Time,22,5,205.47,364.58,0.00,1822.90,1027.35,1822.90,795.55,43.64
ORD-14018,2023-08-01,Furniture,Tables,East,On-Time,123,5,222.39,244.17,0.44,1220.85,1111.95,683.68,-428.27,-62.64
ORD-14019,2023-04-07,Furniture,Chairs,South,On-Time,88,5,145.76,156.16,0.62,780.80,728.80,296.70,-432.10,-145.63
ORD-14020,2023-12-24,Furniture,Chairs,South,On-Time,144,1,222.60,250.99,0.38,250.99,222.60,155.61,-66.99,-43.05
ORD-14021,2023-02-24,Electronics,Audio,South,On-Time,26,5,185.92,389.46,0.05,1947.30,929.60,1849.94,920.34,49.75
ORD-14022,2023-11-09,Electronics,Accessories,South,On-Time,10,5,330.09,551.23,0.00,2756.15,1650.45,2756.15,1105.70,40.12
ORD-14023,2023-12-18,Electronics,Computers,East,On-Time,26,2,319.89,764.57,0.05,1529.14,639.78,1452.68,812.90,55.96
ORD-14024,2023-05-10,Furniture,Chairs,North,"Delayed - Customs",125,2,22.20,23.83,0.50,47.66,44.40,23.83,-20.57,-86.32
ORD-14025,2023-05-21,Electronics,Accessories,North,"Delayed - Transit",97,5,266.19,293.11,0.50,1465.55,1330.95,732.78,-598.18,-81.63
ORD-14026,2023-10-14,Furniture,Desks,South,On-Time,125,1,307.71,400.31,0.46,400.31,307.71,216.17,-91.54,-42.35
ORD-14027,2023-04-22,Apparel,Shirts,South,"Delayed - Transit",146,2,318.61,386.21,0.64,772.42,637.22,278.07,-359.15,-129.16
ORD-14028,2023-12-05,Electronics,Accessories,West,On-Time,24,5,194.15,330.11,0.05,1650.55,970.75,1568.02,597.27,38.09
ORD-14029,2023-10-20,Electronics,Accessories,North,On-Time,31,5,138.16,293.70,0.00,1468.50,690.80,1468.50,777.70,52.96
ORD-14030,2023-09-14,Apparel,Footwear,South,On-Time,27,2,132.19,288.66,0.05,577.32,264.38,548.45,284.07,51.80
ORD-14031,2023-01-24,Apparel,Pants,South,On-Time,36,5,147.94,313.09,0.05,1565.45,739.70,1487.18,747.48,50.26
ORD-14032,2023-05-11,Apparel,Pants,North,"Delayed - Transit",118,3,158.85,195.24,0.45,585.72,476.55,322.15,-154.40,-47.93
ORD-14033,2023-01-16,Furniture,Desks,South,On-Time,132,3,113.62,139.22,0.58,417.66,340.86,175.42,-165.44,-94.31
ORD-14034,2023-02-11,Furniture,Tables,West,On-Time,142,1,281.42,346.09,0.46,346.09,281.42,186.89,-94.53,-50.58
ORD-14035,2023-02-08,Apparel,Shirts,West,On-Time,28,3,103.96,220.98,0.05,662.94,311.88,629.79,317.91,50.48
ORD-14036,2023-10-11,Furniture,Tables,North,"Delayed - Transit",117,5,317.12,344.47,0.51,1722.35,1585.60,843.95,-741.65,-87.88
ORD-14037,2023-07-17,Furniture,Tables,South,On-Time,122,5,186.01,196.13,0.53,980.65,930.05,460.91,-469.14,-101.79
ORD-14038,2023-01-15,Electronics,Audio,South,On-Time,45,1,205.37,464.96,0.00,464.96,205.37,464.96,259.59,55.83
ORD-14039,2023-06-06,Electronics,Audio,West,On-Time,32,3,311.62,672.00,0.05,2016.00,934.86,1915.20,980.34,51.19
ORD-14040,2023-05-23,Electronics,Accessories,South,On-Time,39,3,214.47,355.39,0.05,1066.17,643.41,1012.86,369.45,36.48
ORD-14041,2023-06-28,Electronics,Audio,South,On-Time,27,4,339.57,616.48,0.05,2465.92,1358.28,2342.62,984.34,42.02
ORD-14042,2023-10-11,Furniture,Tables,West,"Delayed - Transit",111,3,300.61,353.13,0.47,1059.39,901.83,561.48,-340.35,-60.62
ORD-14043,2023-12-29,Furniture,Tables,East,"Delayed - Customs",115,2,68.56,84.44,0.44,168.88,137.12,94.57,-42.55,-44.99
ORD-14044,2023-06-21,Electronics,Audio,West,On-Time,45,5,246.76,477.66,0.05,2388.30,1233.80,2268.89,1035.09,45.62
ORD-14045,2023-12-25,Furniture,Tables,West,On-Time,99,3,208.16,242.61,0.56,727.83,624.48,320.25,-304.23,-95.00
ORD-14046,2023-07-02,Furniture,Tables,North,On-Time,80,3,276.57,336.30,0.05,1008.90,829.71,958.46,128.75,13.43
ORD-14047,2023-10-09,Apparel,Pants,South,On-Time,35,1,21.30,35.99,0.00,35.99,21.30,35.99,14.69,40.82
ORD-14048,2023-06-06,Electronics,Accessories,North,On-Time,17,5,357.34,698.74,0.00,3493.70,1786.70,3493.70,1707.00,48.86
ORD-14049,2023-12-03,Apparel,Pants,West,On-Time,39,3,172.63,398.72,0.05,1196.16,517.89,1136.35,618.46,54.43
ORD-14050,2023-10-04,Furniture,Chairs,South,"Delayed - Transit",109,1,217.68,266.82,0.57,266.82,217.68,114.73,-102.95,-89.73
ORD-14051,2023-08-29,Apparel,Pants,East,"Delayed - Customs",117,4,138.56,158.64,0.48,634.56,554.24,329.97,-224.27,-67.97
ORD-14052,2023-04-27,Furniture,Tables,West,"Delayed - Transit",99,2,246.20,330.06,0.41,660.12,492.40,389.47,-102.93,-26.43
ORD-14053,2023-05-19,Apparel,Uncategorized,South,On-Time,26,2,184.38,423.67,0.00,847.34,368.76,847.34,478.58,56.48
ORD-14054,2023-06-21,Furniture,Chairs,North,On-Time,124,1,37.68,44.56,0.39,44.56,37.68,27.18,-10.50,-38.62
ORD-14055,2023-12-12,Furniture,Chairs,East,On-Time,90,1,208.63,261.54,0.62,261.54,208.63,99.39,-109.24,-109.92
ORD-14056,2023-07-16,Electronics,Audio,South,"Delayed - Transit",81,3,245.26,280.66,0.05,841.98,735.78,799.88,64.10,8.01
ORD-14057,2023-04-30,Apparel,Pants,West,On-Time,30,4,223.57,409.93,0.05,1639.72,894.28,1557.73,663.45,42.59
ORD-14058,2023-05-23,Furniture,Desks,East,"Delayed - Transit",126,1,101.56,124.16,0.43,124.16,101.56,70.77,-30.79,-43.50
ORD-14059,2023-08-28,Apparel,Pants,West,On-Time,40,5,202.62,468.65,0.05,2343.25,1013.10,2226.09,1212.99,54.49
ORD-14060,2023-05-19,Electronics,Audio,East,On-Time,52,1,87.20,191.06,0.00,191.06,87.20,191.06,103.86,54.36
ORD-14061,2023-02-22,Apparel,Shirts,West,On-Time,22,3,128.16,291.75,0.05,875.25,384.48,831.49,447.01,53.76
ORD-14062,2023-07-30,Electronics,Accessories,South,On-Time,22,2,94.94,216.51,0.00,433.02,189.88,433.02,243.14,56.15
ORD-14063,2023-02-16,Electronics,Audio,North,On-Time,15,4,121.06,198.48,0.05,793.92,484.24,754.22,269.98,35.80
ORD-14064,2023-04-16,Apparel,Shirts,East,On-Time,34,5,307.43,590.77,0.05,2953.85,1537.15,2806.16,1269.01,45.22
ORD-14065,2023-11-23,Apparel,Footwear,South,On-Time,34,5,291.25,562.64,0.00,2813.20,1456.25,2813.20,1356.95,48.24
ORD-14066,2023-10-22,Apparel,Footwear,East,On-Time,59,2,218.68,507.34,0.00,1014.68,437.36,1014.68,577.32,56.90
ORD-14067,2023-07-18,Electronics,Accessories,West,On-Time,24,4,375.21,860.83,0.00,3443.32,1500.84,3443.32,1942.48,56.41
ORD-14068,2023-05-26,Electronics,Audio,South,On-Time,65,3,311.48,636.92,0.00,1910.76,934.44,1910.76,976.32,51.10
ORD-14069,2023-09-10,Electronics,Accessories,West,On-Time,21,5,145.68,284.20,0.00,1421.00,728.40,1421.00,692.60,48.74
ORD-14070,2023-01-13,Apparel,Shirts,North,On-Time,48,4,275.33,584.68,0.05,2338.72,1101.32,2221.78,1120.46,50.43
ORD-14071,2023-02-12,Electronics,Computers,North,"Delayed - Transit",113,1,304.05,333.56,0.57,333.56,304.05,143.43,-160.62,-111.98
ORD-14072,2023-12-04,Electronics,Accessories,East,On-Time,15,2,335.05,586.85,0.05,1173.70,670.10,1115.02,444.92,39.90
ORD-14073,2023-09-24,Apparel,Pants,East,On-Time,21,3,23.90,54.11,0.00,162.33,71.70,162.33,90.63,55.83
ORD-14074,2023-10-27,Electronics,Computers,South,On-Time,24,1,259.69,447.19,0.05,447.19,259.69,424.83,165.14,38.87
ORD-14075,2023-08-20,Furniture,Desks,South,On-Time,73,1,168.73,222.12,0.00,222.12,168.73,222.12,53.39,24.04
ORD-14076,2023-06-16,Furniture,Desks,South,"Delayed - Transit",86,3,39.62,46.50,0.63,139.50,118.86,51.62,-67.25,-130.28
ORD-14077,2023-08-13,Apparel,Uncategorized,South,On-Time,36,4,215.99,438.93,0.00,1755.72,863.96,1755.72,891.76,50.79
ORD-14078,2023-05-07,Apparel,Shirts,South,"Delayed - Transit",106,5,238.96,318.96,0.63,1594.80,1194.80,590.08,-604.72,-102.48
ORD-14079,2023-02-19,Furniture,Desks,South,"Delayed - Transit",98,5,125.59,142.83,0.58,714.15,627.95,299.94,-328.01,-109.36
ORD-14080,2023-07-19,Furniture,Tables,West,"Delayed - Customs",79,4,65.78,69.22,0.00,276.88,263.12,276.88,13.76,4.97
ORD-14081,2023-02-01,Apparel,Shirts,North,On-Time,21,5,208.28,438.12,0.05,2190.60,1041.40,2081.07,1039.67,49.96
ORD-14082,2023-05-02,Furniture,Desks,West,On-Time,104,1,17.21,22.53,0.59,22.53,17.21,9.24,-7.97,-86.31
ORD-14083,2023-03-19,Electronics,Accessories,South,On-Time,33,2,336.33,695.89,0.05,1391.78,672.66,1322.19,649.53,49.13
ORD-14084,2023-07-18,Furniture,Chairs,West,On-Time,138,3,150.83,195.71,0.59,587.13,452.49,240.72,-211.77,-87.97
ORD-14085,2023-04-07,Furniture,Desks,West,On-Time,156,4,248.69,305.57,0.52,1222.28,994.76,586.69,-408.07,-69.55
ORD-14086,2023-09-07,Apparel,Pants,East,On-Time,27,2,251.36,405.31,0.00,810.62,502.72,810.62,307.90,37.98
ORD-14087,2023-01-15,Furniture,Desks,West,On-Time,88,3,233.57,259.97,0.57,779.91,700.71,335.36,-365.35,-108.94
ORD-14088,2023-03-13,Furniture,Desks,North,On-Time,177,2,320.08,409.07,0.51,818.14,640.16,400.89,-239.27,-59.69
ORD-14089,2023-05-25,Electronics,Computers,South,On-Time,18,2,186.56,350.02,0.00,700.04,373.12,700.04,326.92,46.70
ORD-14090,2023-08-12,Apparel,Shirts,West,On-Time,14,2,376.89,639.62,0.05,1279.24,753.78,1215.28,461.50,37.97
ORD-14091,2023-12-23,Electronics,Audio,South,On-Time,30,3,148.23,309.34,0.00,928.02,444.69,928.02,483.33,52.08
ORD-14092,2023-07-21,Furniture,Tables,South,On-Time,85,5,40.11,53.12,0.00,265.60,200.55,265.60,65.05,24.49
ORD-14093,2023-06-05,Apparel,Shirts,South,On-Time,6,2,375.87,766.34,0.05,1532.68,751.74,1456.05,704.31,48.37
ORD-14094,2023-07-01,Apparel,Footwear,South,On-Time,19,3,171.89,294.75,0.05,884.25,515.67,840.04,324.37,38.61
ORD-14095,2023-06-10,Apparel,Pants,West,On-Time,24,2,295.14,580.96,0.00,1161.92,590.28,1161.92,571.64,49.20
ORD-14096,2023-05-30,Apparel,Shirts,West,On-Time,57,2,54.32,125.35,0.00,250.70,108.64,250.70,142.06,56.67
ORD-14097,2023-05-01,Furniture,Chairs,East,"Delayed - Customs",98,2,213.58,226.61,0.52,453.22,427.16,217.55,-209.61,-96.35
ORD-14098,2023-09-09,Electronics,Accessories,West,On-Time,24,2,205.39,373.47,0.05,746.94,410.78,709.59,298.81,42.11
ORD-14099,2023-09-15,Furniture,Uncategorized,West,On-Time,108,5,104.76,136.16,0.51,680.80,523.80,333.59,-190.21,-57.02
ORD-14100,2023-07-12,Furniture,Tables,East,On-Time,126,1,169.26,222.60,0.62,222.60,169.26,84.59,-84.67,-100.10
ORD-14101,2023-04-26,Furniture,Chairs,North,On-Time,95,3,131.11,144.95,0.65,434.85,393.33,152.20,-241.13,-158.43
ORD-14102,2023-12-29,Apparel,Footwear,South,"Delayed - Transit",86,5,205.61,258.70,0.45,1293.50,1028.05,711.43,-316.63,-44.51
ORD-14103,2023-07-27,Electronics,Audio,South,"Delayed - Transit",68,4,93.37,110.16,0.00,440.64,373.48,440.64,67.16,15.24
ORD-14104,2023-05-14,Furniture,Desks,South,On-Time,107,3,399.61,526.56,0.61,1579.68,1198.83,616.08,-582.75,-94.59
ORD-14105,2023-05-25,Electronics,Accessories,West,On-Time,56,5,48.93,98.44,0.00,492.20,244.65,492.20,247.55,50.29
ORD-14106,2023-09-30,Furniture,Uncategorized,North,On-Time,110,4,315.90,418.48,0.55,1673.92,1263.60,753.26,-510.34,-67.75
ORD-14107,2023-06-09,Furniture,Desks,West,"Delayed - Customs",76,4,374.20,478.24,0.05,1912.96,1496.80,1817.31,320.51,17.64
ORD-14108,2023-06-08,Electronics,Computers,East,On-Time,37,5,375.58,895.28,0.00,4476.40,1877.90,4476.40,2598.50,58.05
ORD-14109,2023-07-29,Apparel,Footwear,East,On-Time,24,2,282.14,671.58,0.05,1343.16,564.28,1276.00,711.72,55.78
ORD-14110,2023-05-07,Apparel,Shirts,West,On-Time,31,2,354.86,678.82,0.00,1357.64,709.72,1357.64,647.92,47.72
ORD-14111,2023-06-22,Apparel,Footwear,South,On-Time,14,4,286.39,681.32,0.00,2725.28,1145.56,2725.28,1579.72,57.97
ORD-14112,2023-08-13,Electronics,Accessories,West,On-Time,45,3,217.17,401.65,0.05,1204.95,651.51,1144.70,493.19,43.08
ORD-14113,2023-09-05,Apparel,Footwear,West,On-Time,26,1,320.57,606.30,0.00,606.30,320.57,606.30,285.73,47.13
ORD-14114,2023-10-25,Electronics,Computers,North,"Delayed - Transit",130,5,300.41,388.83,0.39,1944.15,1502.05,1185.93,-316.12,-26.66
ORD-14115,2023-10-18,Furniture,Chairs,South,"Delayed - Transit",88,2,139.62,183.68,0.41,367.36,279.24,216.74,-62.50,-28.83
ORD-14116,2023-09-08,Apparel,Pants,South,On-Time,15,2,296.09,510.37,0.05,1020.74,592.18,969.70,377.52,38.93
ORD-14117,2023-06-10,Electronics,Accessories,East,On-Time,38,4,377.27,808.35,0.00,3233.40,1509.08,3233.40,1724.32,53.33
ORD-14118,2023-02-21,Electronics,Computers,West,On-Time,41,1,313.89,540.15,0.00,540.15,313.89,540.15,226.26,41.89
ORD-14119,2023-05-13,Electronics,Audio,West,On-Time,23,4,215.09,470.36,0.05,1881.44,860.36,1787.37,927.01,51.86
ORD-14120,2023-06-03,Electronics,Audio,West,On-Time,13,4,22.94,51.65,0.00,206.60,91.76,206.60,114.84,55.59
ORD-14121,2023-07-05,Furniture,Desks,East,On-Time,103,2,366.70,393.44,0.62,786.88,733.40,299.01,-434.39,-145.27
ORD-14122,2023-11-03,Electronics,Accessories,South,On-Time,21,5,86.69,204.24,0.00,1021.20,433.45,1021.20,587.75,57.55
ORD-14123,2023-10-19,Apparel,Pants,North,"Delayed - Customs",115,3,58.82,71.74,0.38,215.22,176.46,133.44,-43.02,-32.24
ORD-14124,2023-12-07,Furniture,Tables,East,On-Time,114,4,202.24,256.29,0.44,1025.16,808.96,574.09,-234.87,-40.91
ORD-14125,2023-09-17,Furniture,Desks,East,On-Time,112,1,368.06,476.23,0.60,476.23,368.06,190.49,-177.57,-93.22
ORD-14126,2023-11-11,Apparel,Shirts,West,On-Time,34,1,244.06,445.34,0.05,445.34,244.06,423.07,179.01,42.31
ORD-14127,2023-01-05,Furniture,Tables,East,On-Time,122,2,171.89,207.38,0.58,414.76,343.78,174.20,-169.58,-97.35
ORD-14128,2023-05-25,Apparel,Pants,North,On-Time,33,5,182.08,355.58,0.05,1777.90,910.40,1689.01,778.61,46.10
ORD-14129,2023-08-25,Electronics,Uncategorized,South,On-Time,40,4,47.06,87.05,0.05,348.20,188.24,330.79,142.55,43.09
ORD-14130,2023-10-11,Electronics,Audio,West,"Delayed - Customs",155,5,315.55,375.34,0.54,1876.70,1577.75,863.28,-714.47,-82.76
ORD-14131,2023-03-16,Electronics,Computers,West,On-Time,27,4,83.64,182.83,0.00,731.32,334.56,731.32,396.76,54.25
ORD-14132,2023-02-20,Electronics,Accessories,East,On-Time,17,3,98.91,204.73,0.05,614.19,296.73,583.48,286.75,49.14
ORD-14133,2023-12-16,Apparel,Footwear,South,On-Time,29,1,214.88,504.06,0.05,504.06,214.88,478.86,263.98,55.13
ORD-14134,2023-01-02,Apparel,Shirts,West,On-Time,23,2,295.10,642.09,0.05,1284.18,590.20,1219.97,629.77,51.62
ORD-14135,2023-06-24,Furniture,Tables,South,On-Time,131,1,70.51,82.50,0.40,82.50,70.51,49.50,-21.01,-42.44
ORD-14136,2023-05-19,Furniture,Chairs,West,On-Time,101,2,319.01,341.63,0.54,683.26,638.02,314.30,-323.72,-103.00
ORD-14137,2023-02-16,Apparel,Footwear,East,On-Time,22,4,296.94,555.84,0.00,2223.36,1187.76,2223.36,1035.60,46.58
ORD-14138,2023-09-11,Apparel,Footwear,West,On-Time,20,3,294.66,666.17,0.00,1998.51,883.98,1998.51,1114.53,55.77
ORD-14139,2023-02-20,Electronics,Computers,West,On-Time,3,5,183.64,322.48,0.05,1612.40,918.20,1531.78,613.58,40.06
ORD-14140,2023-09-30,Furniture,Uncategorized,East,On-Time,55,2,102.54,121.25,0.05,242.50,205.08,230.38,25.30,10.98
ORD-14141,2023-07-06,Electronics,Audio,South,On-Time,22,5,370.35,652.76,0.00,3263.80,1851.75,3263.80,1412.05,43.26
ORD-14142,2023-04-18,Furniture,Desks,West,On-Time,150,4,192.72,213.86,0.46,855.44,770.88,461.94,-308.94,-66.88
ORD-14143,2023-11-07,Furniture,Desks,East,On-Time,110,2,188.62,224.71,0.36,449.42,377.24,287.63,-89.61,-31.16
ORD-14144,2023-03-03,Electronics,Accessories,West,On-Time,49,1,267.19,633.90,0.00,633.90,267.19,633.90,366.71,57.85
ORD-14145,2023-09-26,Apparel,Footwear,West,On-Time,33,2,57.95,95.78,0.05,191.56,115.90,181.98,66.08,36.31
ORD-14146,2023-11-18,Furniture,Chairs,East,On-Time,116,3,348.39,436.96,0.63,1310.88,1045.17,485.03,-560.14,-115.49
ORD-14147,2023-01-20,Electronics,Computers,North,On-Time,42,1,330.78,591.44,0.05,591.44,330.78,561.87,231.09,41.13
ORD-14148,2023-01-30,Electronics,Audio,West,On-Time,1,4,336.12,661.31,0.00,2645.24,1344.48,2645.24,1300.76,49.17
ORD-14149,2023-08-10,Electronics,Accessories,East,On-Time,42,5,66.31,146.49,0.00,732.45,331.55,732.45,400.90,54.73
