order_id,order_date,category,sub_category,region,supply_chain_status,inventory_days,quantity,unit_cost,unit_price,discount_pct,gross_revenue,total_cost,net_revenue,net_profit,profit_margin_pct,season,ai_cluster,ai_risk_profile
ORD-12868,2023-09-02,Furniture,Desks,West,Delayed - Transit,122,2,64.11,73.95,0.63,147.9,128.22,54.72,-73.5,-134.31,Fall,2.0,Tier 3: Dead Stock
ORD-12869,2023-02-22,Furniture,Chairs,South,Delayed - Customs,117,5,219.03,278.8,0.44,1394.0,1095.15,780.64,-314.51,-40.29,Winter,0.0,Tier 2: Warning
ORD-12870,2023-08-26,Apparel,Shirts,East,On-Time,1,5,39.62,75.14,0.05,375.7,198.1,356.92,158.82,44.5,Summer,1.0,Tier 1: Fast Mover
ORD-12871,2023-10-29,Furniture,Desks,South,On-Time,129,3,44.52,51.97,0.64,155.91,133.56,56.13,-77.43,-137.96,Fall,2.0,Tier 3: Dead Stock
ORD-12872,2023-07-21,Electronics,Computers,South,On-Time,40,3,389.86,683.11,0.05,2049.33,1169.58,1946.86,777.28,39.92,Summer,1.0,Tier 1: Fast Mover
ORD-12873,2023-06-30,Furniture,Chairs,East,Delayed - Transit,166,4,261.25,286.58,0.45,1146.32,1045.0,630.48,-414.52,-65.75,Summer,0.0,Tier 2: Warning
ORD-12874,2023-08-06,Apparel,Pants,East,On-Time,37,5,83.2,192.41,0.0,962.05,416.0,962.05,546.05,56.76,Summer,1.0,Tier 1: Fast Mover
ORD-12875,2023-09-29,Apparel,Pants,South,On-Time,12,5,268.47,616.57,0.05,3082.85,1342.35,2928.71,1586.36,54.17,Fall,1.0,Tier 1: Fast Mover
ORD-12876,2023-08-07,Furniture,Tables,West,On-Time,141,1,171.9,221.98,0.46,221.98,171.9,119.87,-52.03,-43.41,Summer,0.0,Tier 2: Warning
ORD-12877,2023-02-05,Apparel,Shirts,North,Delayed - Transit,117,3,383.72,460.84,0.36,1382.52,1151.16,884.81,-266.35,-30.1,Winter,0.0,Tier 2: Warning
ORD-12878,2023-03-14,Furniture,Chairs,South,Delayed - Transit,116,3,226.42,259.73,0.47,779.19,679.26,412.97,-266.29,-64.48,Spring,0.0,Tier 2: Warning
ORD-12879,2023-05-04,Furniture,Chairs,West,On-Time,131,3,115.34,148.07,0.4,444.21,346.02,266.53,-79.49,-29.83,Spring,0.0,Tier 2: Warning
ORD-12880,2023-02-19,Electronics,Computers,North,On-Time,24,1,25.2,55.78,0.0,55.78,25.2,55.78,30.58,54.82,Winter,1.0,Tier 1: Fast Mover
ORD-12881,2023-11-12,Apparel,Footwear,North,On-Time,25,3,305.23,537.71,0.05,1613.13,915.69,1532.47,616.78,40.25,Fall,1.0,Tier 1: Fast Mover
ORD-12882,2023-04-08,Electronics,Accessories,North,On-Time,27,5,18.87,32.54,0.0,162.7,94.35,162.7,68.35,42.01,Spring,1.0,Tier 1: Fast Mover
ORD-12883,2023-11-03,Apparel,Pants,West,On-Time,24,3,219.21,360.31,0.05,1080.93,657.63,1026.88,369.25,35.96,Fall,1.0,Tier 1: Fast Mover
ORD-12884,2023-08-22,Apparel,Shirts,West,On-Time,24,3,225.43,387.23,0.05,1161.69,676.29,1103.61,427.32,38.72,Summer,1.0,Tier 1: Fast Mover
ORD-12885,2023-11-05,Apparel,Footwear,West,Delayed - Transit,110,3,178.07,194.23,0.54,582.69,534.21,268.04,-266.17,-99.3,Fall,2.0,Tier 3: Dead Stock
ORD-12886,2023-02-22,Furniture,Tables,East,On-Time,102,1,314.3,336.07,0.61,336.07,314.3,131.07,-183.23,-139.8,Winter,2.0,Tier 3: Dead Stock
ORD-12887,2023-03-09,Electronics,Computers,South,On-Time,10,3,107.5,213.75,0.05,641.25,322.5,609.19,286.69,47.06,Spring,1.0,Tier 1: Fast Mover
ORD-12888,2023-08-24,Electronics,Accessories,East,On-Time,40,3,384.81,836.59,0.0,2509.77,1154.43,2509.77,1355.34,54.0,Summer,1.0,Tier 1: Fast Mover
ORD-12889,2023-03-05,Furniture,Desks,West,On-Time,133,2,178.99,193.59,0.58,387.18,357.98,162.62,-195.36,-120.14,Spring,2.0,Tier 3: Dead Stock
ORD-12890,2023-07-18,Electronics,Audio,East,On-Time,32,4,16.59,36.77,0.05,147.08,66.36,139.73,73.37,52.51,Summer,1.0,Tier 1: Fast Mover
ORD-12891,2023-08-03,Apparel,Pants,South,Delayed - Transit,142,2,266.87,328.32,0.55,656.64,533.74,295.49,-238.25,-80.63,Summer,2.0,Tier 3: Dead Stock
ORD-12892,2023-05-26,Apparel,Footwear,East,On-Time,36,1,129.44,296.69,0.0,296.69,129.44,296.69,167.25,56.37,Spring,1.0,Tier 1: Fast Mover
ORD-12893,2023-07-05,Apparel,Pants,South,On-Time,34,3,50.25,80.62,0.0,241.86,150.75,241.86,91.11,37.67,Summer,1.0,Tier 1: Fast Mover
ORD-12894,2023-02-18,Electronics,Computers,South,Delayed - Transit,107,3,307.25,372.64,0.41,1117.92,921.75,659.57,-262.18,-39.75,Winter,0.0,Tier 2: Warning
ORD-12895,2023-10-11,Electronics,Accessories,North,Delayed - Customs,156,1,231.37,255.33,0.38,255.33,231.37,158.3,-73.07,-46.15,Fall,0.0,Tier 2: Warning
ORD-12896,2023-08-07,Electronics,Uncategorized,North,On-Time,29,1,274.13,509.44,0.05,509.44,274.13,483.97,209.84,43.36,Summer,1.0,Tier 1: Fast Mover
ORD-12897,2023-06-11,Apparel,Footwear,South,On-Time,37,5,42.3,84.68,0.05,423.4,211.5,402.23,190.73,47.42,Summer,1.0,Tier 1: Fast Mover
ORD-12898,2023-08-06,Furniture,Chairs,North,On-Time,109,2,350.54,415.79,0.64,831.58,701.08,299.37,-401.71,-134.19,Summer,2.0,Tier 3: Dead Stock
ORD-12899,2023-03-29,Apparel,Footwear,West,On-Time,45,1,169.89,308.59,0.0,308.59,169.89,308.59,138.7,44.95,Spring,1.0,Tier 1: Fast Mover
ORD-12900,2023-01-04,Electronics,Audio,East,On-Time,40,4,104.35,239.14,0.0,956.56,417.4,956.56,539.16,56.36,Winter,1.0,Tier 1: Fast Mover
ORD-12901,2023-09-02,Furniture,Desks,East,Delayed - Transit,92,1,306.48,376.63,0.39,376.63,306.48,229.74,-76.74,-33.4,Fall,0.0,Tier 2: Warning
ORD-12902,2023-06-23,Electronics,Audio,East,On-Time,42,1,264.38,434.07,0.0,434.07,264.38,434.07,169.69,39.09,Summer,1.0,Tier 1: Fast Mover
ORD-12903,2023-01-06,Apparel,Footwear,North,On-Time,52,4,111.9,196.61,0.05,786.44,447.6,747.12,299.52,40.09,Winter,1.0,Tier 1: Fast Mover
ORD-12904,2023-11-26,Furniture,Tables,West,On-Time,126,1,334.84,358.68,0.58,358.68,334.84,150.65,-184.19,-122.27,Fall,2.0,Tier 3: Dead Stock
ORD-12905,2023-12-01,Electronics,Accessories,North,On-Time,34,5,164.34,280.92,0.0,1404.6,821.7,1404.6,582.9,41.5,Winter,1.0,Tier 1: Fast Mover
ORD-12906,2023-09-15,Electronics,Computers,East,On-Time,41,4,351.3,658.12,0.05,2632.48,1405.2,2500.86,1095.66,43.81,Fall,1.0,Tier 1: Fast Mover
ORD-12907,2023-10-02,Furniture,Tables,East,On-Time,117,3,126.62,153.22,0.4,459.66,379.86,275.8,-104.06,-37.73,Fall,0.0,Tier 2: Warning
ORD-12908,2023-03-15,Furniture,Chairs,North,On-Time,106,5,305.7,406.57,0.56,2032.85,1528.5,894.45,-634.05,-70.89,Spring,0.0,Tier 2: Warning
ORD-12909,2023-01-22,Furniture,Chairs,North,On-Time,149,2,297.97,333.29,0.59,666.58,595.94,273.3,-322.64,-118.06,Winter,2.0,Tier 3: Dead Stock
ORD-12910,2023-03-31,Apparel,Footwear,East,On-Time,36,3,378.79,844.42,0.05,2533.26,1136.37,2406.6,1270.23,52.78,Spring,1.0,Tier 1: Fast Mover
ORD-12911,2023-08-07,Apparel,Shirts,West,On-Time,18,2,208.48,359.09,0.0,718.18,416.96,718.18,301.22,41.94,Summer,1.0,Tier 1: Fast Mover
ORD-12912,2023-03-01,Apparel,Shirts,East,On-Time,55,4,112.08,182.84,0.0,731.36,448.32,731.36,283.04,38.7,Spring,1.0,Tier 1: Fast Mover
ORD-12913,2023-05-22,Apparel,Shirts,East,On-Time,35,4,199.17,436.8,0.05,1747.2,796.68,1659.84,863.16,52.0,Spring,1.0,Tier 1: Fast Mover
ORD-12914,2023-04-30,Electronics,Accessories,North,Delayed - Transit,116,1,333.14,366.01,0.38,366.01,333.14,226.93,-106.21,-46.81,Spring,0.0,Tier 2: Warning
ORD-12915,2023-10-26,Apparel,Shirts,North,On-Time,36,2,118.24,244.49,0.05,488.98,236.48,464.53,228.05,49.09,Fall,1.0,Tier 1: Fast Mover
ORD-12916,2023-12-05,Apparel,Pants,West,Delayed - Transit,71,2,17.95,20.44,0.05,40.88,35.9,38.84,2.94,7.56,Winter,1.0,Tier 1: Fast Mover
ORD-12917,2023-01-16,Apparel,Pants,South,Delayed - Transit,106,4,270.16,334.32,0.43,1337.28,1080.64,762.25,-318.39,-41.77,Winter,0.0,Tier 2: Warning
ORD-12918,2023-04-12,Electronics,Computers,East,On-Time,37,4,70.49,134.7,0.05,538.8,281.96,511.86,229.9,44.91,Spring,1.0,Tier 1: Fast Mover
ORD-12919,2023-09-09,Electronics,Computers,North,On-Time,30,5,20.36,33.44,0.05,167.2,101.8,158.84,57.04,35.91,Fall,1.0,Tier 1: Fast Mover
ORD-12920,2023-12-21,Apparel,Shirts,North,On-Time,13,1,106.71,215.12,0.0,215.12,106.71,215.12,108.41,50.4,Winter,1.0,Tier 1: Fast Mover
ORD-12921,2023-11-01,Furniture,Chairs,West,On-Time,126,4,164.73,211.28,0.39,845.12,658.92,515.52,-143.4,-27.82,Fall,0.0,Tier 2: Warning
ORD-12922,2023-07-10,Apparel,Footwear,West,Delayed - Transit,117,3,144.26,172.01,0.38,516.03,432.78,319.94,-112.84,-35.27,Summer,0.0,Tier 2: Warning
ORD-12923,2023-04-10,Electronics,Accessories,North,On-Time,27,1,20.75,43.52,0.05,43.52,20.75,41.34,20.59,49.81,Spring,1.0,Tier 1: Fast Mover
ORD-12924,2023-12-17,Apparel,Pants,North,On-Time,49,4,59.81,112.1,0.0,448.4,239.24,448.4,209.16,46.65,Winter,1.0,Tier 1: Fast Mover
ORD-12925,2023-08-25,Furniture,Tables,South,On-Time,138,5,106.66,128.59,0.56,642.95,533.3,282.9,-250.4,-88.51,Summer,2.0,Tier 3: Dead Stock
ORD-12926,2023-07-27,Electronics,Accessories,South,On-Time,27,3,48.09,83.73,0.05,251.19,144.27,238.63,94.36,39.54,Summer,1.0,Tier 1: Fast Mover
ORD-12927,2023-11-12,Apparel,Footwear,East,Delayed - Transit,87,1,190.85,245.75,0.6,245.75,190.85,98.3,-92.55,-94.15,Fall,2.0,Tier 3: Dead Stock
ORD-12928,2023-04-29,Apparel,Pants,North,On-Time,23,3,121.71,278.74,0.0,836.22,365.13,836.22,471.09,56.34,Spring,1.0,Tier 1: Fast Mover
ORD-12929,2023-05-13,Electronics,Audio,North,On-Time,47,2,297.36,490.45,0.0,980.9,594.72,980.9,386.18,39.37,Spring,1.0,Tier 1: Fast Mover
ORD-12930,2023-11-29,Electronics,Accessories,West,On-Time,38,4,248.5,573.04,0.05,2292.16,994.0,2177.55,1183.55,54.35,Fall,1.0,Tier 1: Fast Mover
ORD-12931,2023-06-18,Electronics,Computers,North,On-Time,51,5,83.63,138.94,0.05,694.7,418.15,659.97,241.82,36.64,Summer,1.0,Tier 1: Fast Mover
ORD-12932,2023-01-14,Furniture,Desks,South,On-Time,136,3,135.06,166.17,0.57,498.51,405.18,214.36,-190.82,-89.02,Winter,2.0,Tier 3: Dead Stock
ORD-12933,2023-12-10,Apparel,Footwear,North,On-Time,18,2,167.48,342.89,0.05,685.78,334.96,651.49,316.53,48.59,Winter,1.0,Tier 1: Fast Mover
ORD-12934,2023-10-08,Apparel,Pants,East,Delayed - Customs,116,5,375.2,478.06,0.63,2390.3,1876.0,884.41,-991.59,-112.12,Fall,2.0,Tier 3: Dead Stock
ORD-12935,2023-02-16,Furniture,Desks,South,On-Time,140,5,310.41,409.52,0.62,2047.6,1552.05,778.09,-773.96,-99.47,Winter,2.0,Tier 3: Dead Stock
ORD-12936,2023-03-17,Furniture,Desks,North,Delayed - Customs,121,2,70.28,82.89,0.61,165.78,140.56,64.65,-75.91,-117.4,Spring,2.0,Tier 3: Dead Stock
ORD-12937,2023-01-20,Electronics,Computers,West,Delayed - Transit,115,1,58.0,65.45,0.46,65.45,58.0,35.34,-22.66,-64.11,Winter,0.0,Tier 2: Warning
ORD-12938,2023-03-09,Electronics,Accessories,South,On-Time,68,3,226.65,423.77,0.0,1271.31,679.95,1271.31,591.36,46.52,Spring,1.0,Tier 1: Fast Mover
ORD-12939,2023-05-07,Electronics,Audio,North,On-Time,40,4,71.28,164.84,0.0,659.36,285.12,659.36,374.24,56.76,Spring,1.0,Tier 1: Fast Mover
ORD-12940,2023-12-07,Furniture,Tables,West,Delayed - Transit,129,1,356.19,462.47,0.63,462.47,356.19,171.11,-185.08,-108.16,Winter,2.0,Tier 3: Dead Stock
ORD-12941,2023-06-26,Apparel,Pants,South,On-Time,48,3,188.28,324.22,0.05,972.66,564.84,924.03,359.19,38.87,Summer,1.0,Tier 1: Fast Mover
ORD-12942,2023-02-14,Electronics,Audio,South,On-Time,38,3,105.78,209.9,0.0,629.7,317.34,629.7,312.36,49.6,Winter,1.0,Tier 1: Fast Mover
ORD-12943,2023-10-12,Electronics,Computers,East,On-Time,43,2,381.53,899.42,0.0,1798.84,763.06,1798.84,1035.78,57.58,Fall,1.0,Tier 1: Fast Mover
ORD-12944,2023-08-08,Furniture,Desks,West,Delayed - Transit,72,4,58.92,70.74,0.05,282.96,235.68,268.81,33.13,12.33,Summer,1.0,Tier 1: Fast Mover
ORD-12945,2023-06-21,Furniture,Chairs,North,On-Time,85,3,115.01,138.7,0.05,416.1,345.03,395.3,50.27,12.72,Summer,1.0,Tier 1: Fast Mover
ORD-12946,2023-05-09,Apparel,Shirts,South,Delayed - Transit,82,3,41.78,54.62,0.0,163.86,125.34,163.86,38.52,23.51,Spring,1.0,Tier 1: Fast Mover
ORD-12947,2023-08-05,Furniture,Tables,South,On-Time,99,4,42.33,48.05,0.54,192.2,169.32,88.41,-80.91,-91.51,Summer,2.0,Tier 3: Dead Stock
ORD-12948,2023-03-22,Apparel,Pants,East,On-Time,46,2,398.22,859.83,0.0,1719.66,796.44,1719.66,923.22,53.69,Spring,1.0,Tier 1: Fast Mover
ORD-12949,2023-06-01,Apparel,Pants,East,On-Time,40,2,138.34,234.33,0.05,468.66,276.68,445.23,168.55,37.86,Summer,1.0,Tier 1: Fast Mover
ORD-12950,2023-12-18,Apparel,Shirts,South,On-Time,29,1,206.36,347.25,0.0,347.25,206.36,347.25,140.89,40.57,Winter,1.0,Tier 1: Fast Mover
ORD-12951,2023-06-30,Apparel,Pants,West,On-Time,25,4,103.39,245.63,0.05,982.52,413.56,933.39,519.83,55.69,Summer,1.0,Tier 1: Fast Mover
ORD-12952,2023-11-22,Apparel,Footwear,North,On-Time,28,5,76.51,151.52,0.0,757.6,382.55,757.6,375.05,49.51,Fall,1.0,Tier 1: Fast Mover
ORD-12953,2023-08-02,Furniture,Chairs,South,Delayed - Customs,113,3,116.44,153.11,0.46,459.33,349.32,248.04,-101.28,-40.83,Summer,0.0,Tier 2: Warning
ORD-12954,2023-12-10,Furniture,Tables,West,On-Time,100,3,344.68,382.04,0.53,1146.12,1034.04,538.68,-495.36,-91.96,Winter,2.0,Tier 3: Dead Stock
ORD-12955,2023-11-17,Electronics,Audio,East,On-Time,39,1,197.5,401.16,0.05,401.16,197.5,381.1,183.6,48.18,Fall,1.0,Tier 1: Fast Mover
ORD-12956,2023-11-29,Furniture,Desks,South,On-Time,125,1,200.1,220.67,0.39,220.67,200.1,134.61,-65.49,-48.65,Fall,0.0,Tier 2: Warning
ORD-12957,2023-11-22,Electronics,Audio,East,On-Time,17,5,123.48,238.23,0.05,1191.15,617.4,1131.59,514.19,45.44,Fall,1.0,Tier 1: Fast Mover
ORD-12958,2023-12-21,Apparel,Pants,North,On-Time,50,2,48.89,97.54,0.05,195.08,97.78,185.33,87.55,47.24,Winter,1.0,Tier 1: Fast Mover
ORD-12959,2023-09-17,Furniture,Tables,East,On-Time,102,4,132.98,169.78,0.49,679.12,531.92,346.35,-185.57,-53.58,Fall,0.0,Tier 2: Warning
ORD-12960,2023-09-15,Apparel,Pants,South,On-Time,53,5,309.27,680.83,0.05,3404.15,1546.35,3233.94,1687.59,52.18,Fall,1.0,Tier 1: Fast Mover
ORD-12961,2023-06-08,Apparel,Footwear,North,On-Time,42,5,334.66,624.64,0.05,3123.2,1673.3,2967.04,1293.74,43.6,Summer,1.0,Tier 1: Fast Mover
ORD-12962,2023-03-19,Electronics,Accessories,South,On-Time,29,5,86.01,189.37,0.0,946.85,430.05,946.85,516.8,54.58,Spring,1.0,Tier 1: Fast Mover
ORD-12963,2023-09-08,Apparel,Pants,West,On-Time,25,5,107.02,219.13,0.05,1095.65,535.1,1040.87,505.77,48.59,Fall,1.0,Tier 1: Fast Mover
ORD-12964,2023-03-31,Furniture,Tables,North,Delayed - Transit,93,3,358.85,407.02,0.57,1221.06,1076.55,525.06,-551.49,-105.04,Spring,2.0,Tier 3: Dead Stock
ORD-12965,2023-07-08,Furniture,Tables,South,On-Time,102,1,383.98,479.26,0.6,479.26,383.98,191.7,-192.28,-100.3,Summer,2.0,Tier 3: Dead Stock
ORD-12966,2023-08-29,Electronics,Computers,North,On-Time,26,1,275.47,639.17,0.05,639.17,275.47,607.21,331.74,54.63,Summer,1.0,Tier 1: Fast Mover
ORD-12967,2023-08-09,Apparel,Pants,East,On-Time,27,2,103.3,239.15,0.0,478.3,206.6,478.3,271.7,56.81,Summer,1.0,Tier 1: Fast Mover
ORD-12968,2023-02-22,Furniture,Desks,West,On-Time,61,1,238.06,301.04,0.0,301.04,238.06,301.04,62.98,20.92,Winter,1.0,Tier 1: Fast Mover
ORD-12969,2023-03-17,Furniture,Chairs,South,Delayed - Transit,83,1,54.91,68.34,0.05,68.34,54.91,64.92,10.01,15.42,Spring,1.0,Tier 1: Fast Mover
ORD-12970,2023-01-20,Electronics,Accessories,East,On-Time,31,3,148.22,296.73,0.0,890.19,444.66,890.19,445.53,50.05,Winter,1.0,Tier 1: Fast Mover
ORD-12971,2023-09-23,Electronics,Audio,North,On-Time,32,2,288.05,667.13,0.05,1334.26,576.1,1267.55,691.45,54.55,Fall,1.0,Tier 1: Fast Mover
ORD-12972,2023-01-16,Electronics,Audio,South,Delayed - Transit,120,1,380.95,483.01,0.57,483.01,380.95,207.69,-173.26,-83.42,Winter,2.0,Tier 3: Dead Stock
ORD-12973,2023-01-31,Electronics,Computers,East,On-Time,46,2,367.99,752.8,0.05,1505.6,735.98,1430.32,694.34,48.54,Winter,1.0,Tier 1: Fast Mover
ORD-12974,2023-08-26,Electronics,Accessories,South,On-Time,32,2,131.12,270.53,0.05,541.06,262.24,514.01,251.77,48.98,Summer,1.0,Tier 1: Fast Mover
ORD-12975,2023-09-30,Furniture,Tables,South,Delayed - Customs,129,1,126.77,167.91,0.54,167.91,126.77,77.24,-49.53,-64.13,Fall,0.0,Tier 2: Warning
ORD-12976,2023-10-02,Apparel,Pants,South,On-Time,68,2,18.87,32.86,0.05,65.72,37.74,62.43,24.69,39.55,Fall,1.0,Tier 1: Fast Mover
ORD-12977,2023-04-16,Electronics,Computers,East,On-Time,31,5,303.59,658.56,0.0,3292.8,1517.95,3292.8,1774.85,53.9,Spring,1.0,Tier 1: Fast Mover
ORD-12978,2023-10-10,Electronics,Audio,North,On-Time,56,5,212.44,404.13,0.05,2020.65,1062.2,1919.62,857.42,44.67,Fall,1.0,Tier 1: Fast Mover
ORD-12979,2023-02-03,Apparel,Footwear,West,Delayed - Customs,154,3,206.91,255.12,0.55,765.36,620.73,344.41,-276.32,-80.23,Winter,2.0,Tier 3: Dead Stock
ORD-12980,2023-10-05,Furniture,Tables,East,On-Time,116,4,215.86,260.93,0.47,1043.72,863.44,553.17,-310.27,-56.09,Fall,0.0,Tier 2: Warning
ORD-12981,2023-06-18,Apparel,Pants,West,On-Time,20,5,327.11,671.2,0.0,3356.0,1635.55,3356.0,1720.45,51.26,Summer,1.0,Tier 1: Fast Mover
ORD-12982,2023-08-23,Furniture,Tables,West,On-Time,124,5,146.14,172.61,0.61,863.05,730.7,336.59,-394.11,-117.09,Summer,2.0,Tier 3: Dead Stock
ORD-12983,2023-05-09,Apparel,Pants,West,On-Time,26,4,80.0,169.83,0.0,679.32,320.0,679.32,359.32,52.89,Spring,1.0,Tier 1: Fast Mover
ORD-12984,2023-02-17,Electronics,Audio,North,On-Time,20,1,344.35,658.4,0.05,658.4,344.35,625.48,281.13,44.95,Winter,1.0,Tier 1: Fast Mover
ORD-12985,2023-12-04,Electronics,Audio,North,On-Time,29,3,131.81,237.95,0.05,713.85,395.43,678.16,282.73,41.69,Winter,1.0,Tier 1: Fast Mover
ORD-12986,2023-01-23,Furniture,Chairs,North,On-Time,118,3,258.7,311.48,0.53,934.44,776.1,439.19,-336.91,-76.71,Winter,0.0,Tier 2: Warning
ORD-12987,2023-01-28,Electronics,Computers,South,On-Time,19,5,56.49,103.22,0.0,516.1,282.45,516.1,233.65,45.27,Winter,1.0,Tier 1: Fast Mover
ORD-12988,2023-12-05,Furniture,Chairs,South,On-Time,98,4,293.48,383.71,0.43,1534.84,1173.92,874.86,-299.06,-34.18,Winter,0.0,Tier 2: Warning
ORD-12989,2023-12-20,Furniture,Chairs,South,On-Time,134,3,116.3,127.49,0.43,382.47,348.9,218.01,-130.89,-60.04,Winter,0.0,Tier 2: Warning
ORD-12990,2023-10-20,Apparel,Pants,East,On-Time,32,4,84.52,155.35,0.0,621.4,338.08,621.4,283.32,45.59,Fall,1.0,Tier 1: Fast Mover
ORD-12991,2023-05-23,Electronics,Computers,North,On-Time,8,5,302.96,640.95,0.0,3204.75,1514.8,3204.75,1689.95,52.73,Spring,1.0,Tier 1: Fast Mover
ORD-12992,2023-06-03,Electronics,Accessories,East,On-Time,31,5,35.09,75.77,0.05,378.85,175.45,359.91,184.46,51.25,Summer,1.0,Tier 1: Fast Mover
ORD-12993,2023-07-19,Apparel,Shirts,East,On-Time,35,2,258.4,557.03,0.0,1114.06,516.8,1114.06,597.26,53.61,Summer,1.0,Tier 1: Fast Mover
ORD-12994,2023-10-27,Furniture,Chairs,South,On-Time,92,1,278.47,296.32,0.46,296.32,278.47,160.01,-118.46,-74.03,Fall,0.0,Tier 2: Warning
ORD-12995,2023-09-06,Apparel,Shirts,North,On-Time,34,3,182.56,299.29,0.0,897.87,547.68,897.87,350.19,39.0,Fall,1.0,Tier 1: Fast Mover
ORD-12996,2023-05-18,Apparel,Footwear,West,Delayed - Transit,85,1,97.03,129.28,0.0,129.28,97.03,129.28,32.25,24.95,Spring,1.0,Tier 1: Fast Mover
ORD-12997,2023-10-03,Apparel,Shirts,East,On-Time,26,3,118.47,268.62,0.0,805.86,355.41,805.86,450.45,55.9,Fall,1.0,Tier 1: Fast Mover
ORD-12998,2023-10-31,Furniture,Chairs,East,Delayed - Transit,178,3,295.53,393.56,0.59,1180.68,886.59,484.08,-402.51,-83.15,Fall,2.0,Tier 3: Dead Stock
ORD-12999,2023-10-07,Furniture,Desks,South,Delayed - Transit,82,4,344.93,403.54,0.05,1614.16,1379.72,1533.45,153.73,10.03,Fall,1.0,Tier 1: Fast Mover
ORD-13000,2023-10-20,Apparel,Shirts,East,Delayed - Transit,133,4,171.84,190.67,0.53,762.68,687.36,358.46,-328.9,-91.75,Fall,2.0,Tier 3: Dead Stock
ORD-13001,2023-09-19,Furniture,Chairs,South,Delayed - Customs,59,3,106.83,130.15,0.0,390.45,320.49,390.45,69.96,17.92,Fall,1.0,Tier 1: Fast Mover
ORD-13002,2023-12-09,Electronics,Audio,East,On-Time,40,3,325.16,581.69,0.0,1745.07,975.48,1745.07,769.59,44.1,Winter,1.0,Tier 1: Fast Mover
ORD-13003,2023-10-13,Apparel,Shirts,West,On-Time,32,5,219.85,506.52,0.0,2532.6,1099.25,2532.6,1433.35,56.6,Fall,1.0,Tier 1: Fast Mover
ORD-13004,2023-03-19,Furniture,Desks,West,On-Time,131,1,105.8,123.14,0.36,123.14,105.8,78.81,-26.99,-34.25,Spring,0.0,Tier 2: Warning
ORD-13005,2023-11-22,Electronics,Computers,West,On-Time,26,1,179.82,338.53,0.0,338.53,179.82,338.53,158.71,46.88,Fall,1.0,Tier 1: Fast Mover
ORD-13006,2023-09-05,Electronics,Computers,North,On-Time,14,2,59.17,110.53,0.0,221.06,118.34,221.06,102.72,46.47,Fall,1.0,Tier 1: Fast Mover
ORD-13007,2023-11-15,Electronics,Accessories,South,On-Time,14,1,287.66,499.92,0.05,499.92,287.66,474.92,187.26,39.43,Fall,1.0,Tier 1: Fast Mover
ORD-13008,2023-04-13,Electronics,Computers,East,Delayed - Transit,92,5,360.28,431.89,0.6,2159.45,1801.4,863.78,-937.62,-108.55,Spring,2.0,Tier 3: Dead Stock
ORD-13009,2023-12-14,Furniture,Chairs,North,On-Time,103,3,155.55,169.28,0.42,507.84,466.65,294.55,-172.1,-58.43,Winter,0.0,Tier 2: Warning
ORD-13010,2023-11-24,Apparel,Footwear,West,Delayed - Customs,148,1,120.57,134.34,0.53,134.34,120.57,63.14,-57.43,-90.96,Fall,2.0,Tier 3: Dead Stock
ORD-13011,2023-07-06,Apparel,Pants,West,On-Time,38,2,19.3,41.44,0.0,82.88,38.6,82.88,44.28,53.43,Summer,1.0,Tier 1: Fast Mover
ORD-13012,2023-04-16,Electronics,Computers,South,On-Time,14,5,41.04,80.65,0.05,403.25,205.2,383.09,177.89,46.44,Spring,1.0,Tier 1: Fast Mover
ORD-13013,2023-04-14,Apparel,Pants,North,On-Time,29,4,332.59,723.01,0.05,2892.04,1330.36,2747.44,1417.08,51.58,Spring,1.0,Tier 1: Fast Mover
ORD-13014,2023-11-12,Apparel,Pants,South,On-Time,5,1,135.49,218.6,0.05,218.6,135.49,207.67,72.18,34.76,Fall,1.0,Tier 1: Fast Mover
ORD-13015,2023-02-09,Electronics,Computers,West,On-Time,15,3,264.85,571.55,0.05,1714.65,794.55,1628.92,834.37,51.22,Winter,1.0,Tier 1: Fast Mover
ORD-13016,2023-11-09,Electronics,Audio,West,Delayed - Customs,95,4,304.43,334.18,0.5,1336.72,1217.72,668.36,-549.36,-82.2,Fall,2.0,Tier 3: Dead Stock
ORD-13017,2023-06-14,Furniture,Chairs,East,On-Time,126,2,100.91,111.88,0.64,223.76,201.82,80.55,-121.27,-150.54,Summer,2.0,Tier 3: Dead Stock
ORD-13018,2023-07-21,Furniture,Chairs,North,On-Time,117,3,306.86,398.58,0.56,1195.74,920.58,526.13,-394.45,-74.97,Summer,0.0,Tier 2: Warning
ORD-13019,2023-06-29,Apparel,Footwear,West,On-Time,34,4,126.27,283.45,0.05,1133.8,505.08,1077.11,572.03,53.11,Summer,1.0,Tier 1: Fast Mover
ORD-13020,2023-11-29,Furniture,Tables,North,On-Time,138,3,261.99,283.25,0.6,849.75,785.97,339.9,-446.07,-131.24,Fall,2.0,Tier 3: Dead Stock
ORD-13021,2023-07-02,Apparel,Pants,North,On-Time,34,4,280.0,633.99,0.0,2535.96,1120.0,2535.96,1415.96,55.84,Summer,1.0,Tier 1: Fast Mover
ORD-13022,2023-02-20,Electronics,Accessories,West,On-Time,5,1,233.99,495.34,0.0,495.34,233.99,495.34,261.35,52.76,Winter,1.0,Tier 1: Fast Mover
