Transaction_ID,Purchase_Date,Boutique_City,Product_Line,Customer_Tier,Traffic_Source,Units_Sold,Unit_Retail_Price,Unit_Manufacturing_Cost,Net_Revenue,Total_Cost,Gross_Profit,Profit_Margin_Pct
5001421,2023-04-02,Dubai,Designer Handbags,Gold,Walk-in,3,3087,537,9261,1611,7650,82.6
5000987,2023-04-02,Milan,Luxury Watches,First-Time Buyer,Organic Search,1,11334,2591,11334,2591,8743,77.1
5000650,2023-04-02,New York,Designer Handbags,First-Time Buyer,Organic Search,1,3427,562,3427,562,2865,83.6
5001348,2023-04-03,Dubai,Haute Fragrance,Platinum (VIP),Organic Search,1,346,100,346,100,246,71.1
5000392,2023-04-03,New York,Haute Fragrance,First-Time Buyer,Paid Social,1,365,111,365,111,254,69.6
5006450,2023-04-03,Milan,Haute Fragrance,First-Time Buyer,Organic Search,1,392,122,392,122,270,68.9
5007787,2023-04-03,Tokyo,Luxury Watches,Gold,Paid Social,2,14591,3087,29182,6174,23008,78.8
5001958,2023-04-03,Paris,Designer Handbags,First-Time Buyer,Paid Social,1,3545,654,3545,654,2891,81.6
5001764,2023-04-03,Milan,Haute Fragrance,Gold,Organic Search,1,415,133,415,133,282,68.0
5007569,2023-04-03,Tokyo,Designer Handbags,First-Time Buyer,Paid Social,1,3177,1089,3177,1089,2088,65.7
5004507,2023-04-03,Paris,Haute Fragrance,Silver,Walk-in,2,389,60,778,120,658,84.6
5005326,2023-04-03,Dubai,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3774,665,3774,665,3109,82.4
5005452,2023-04-04,Paris,Fine Jewelry,Silver,Organic Search,1,9401,1574,9401,1574,7827,83.3
5001836,2023-04-04,Tokyo,Designer Handbags,First-Time Buyer,Paid Social,1,3688,1186,3688,1186,2502,67.8
5001950,2023-04-04,Milan,Designer Handbags,Silver,Exclusive Invite,1,3118,802,3118,802,2316,74.3
5003770,2023-04-04,New York,Haute Fragrance,First-Time Buyer,Exclusive Invite,3,404,61,1212,183,1029,84.9
5005373,2023-04-04,Tokyo,Luxury Watches,Silver,Organic Search,1,13560,2269,13560,2269,11291,83.3
5007652,2023-04-04,New York,Designer Handbags,Silver,Walk-in,1,3344,873,3344,873,2471,73.9
5001298,2023-04-04,Dubai,Fine Jewelry,First-Time Buyer,Walk-in,2,9945,3434,19890,6868,13022,65.5
5009472,2023-04-04,Paris,Designer Handbags,First-Time Buyer,Organic Search,2,3093,591,6186,1182,5004,80.9
5005332,2023-04-04,Dubai,Fine Jewelry,First-Time Buyer,Organic Search,1,9159,2831,9159,2831,6328,69.1
5008390,2023-04-04,Paris,Fine Jewelry,First-Time Buyer,Paid Social,2,9951,2277,19902,4554,15348,77.1
5006010,2023-04-04,Tokyo,Designer Handbags,Gold,Paid Social,1,3027,976,3027,976,2051,67.8
5003027,2023-04-05,New York,Luxury Watches,Platinum (VIP),Organic Search,1,11731,2984,11731,2984,8747,74.6
5002903,2023-04-05,New York,Designer Handbags,Gold,Organic Search,1,3249,1116,3249,1116,2133,65.7
5003179,2023-04-05,Tokyo,Designer Handbags,First-Time Buyer,Paid Social,1,3418,841,3418,841,2577,75.4
5004944,2023-04-05,New York,Luxury Watches,Gold,Paid Social,1,11576,3656,11576,3656,7920,68.4
5005366,2023-04-05,Dubai,Designer Handbags,First-Time Buyer,Walk-in,1,3303,963,3303,963,2340,70.8
5001422,2023-04-05,Dubai,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3770,589,3770,589,3181,84.4
5001694,2023-04-05,Dubai,Designer Handbags,Gold,Exclusive Invite,1,3650,1063,3650,1063,2587,70.9
5009280,2023-04-05,Paris,Designer Handbags,First-Time Buyer,Organic Search,1,3205,1061,3205,1061,2144,66.9
5004480,2023-04-05,Dubai,Haute Fragrance,First-Time Buyer,Exclusive Invite,1,397,121,397,121,276,69.5
5001723,2023-04-05,Paris,Luxury Watches,Silver,Paid Social,1,13127,3792,13127,3792,9335,71.1
5004299,2023-04-05,New York,Haute Fragrance,Silver,Exclusive Invite,1,315,58,315,58,257,81.6
5008228,2023-04-05,New York,Haute Fragrance,Gold,Organic Search,1,329,54,329,54,275,83.6
5007855,2023-04-05,Dubai,Luxury Watches,First-Time Buyer,Paid Social,1,14523,2928,14523,2928,11595,79.8
5003695,2023-04-05,Tokyo,Fine Jewelry,First-Time Buyer,Paid Social,1,8316,1551,8316,1551,6765,81.3
5009669,2023-04-05,Dubai,Designer Handbags,Silver,Walk-in,1,3828,666,3828,666,3162,82.6
5000204,2023-04-06,Dubai,Luxury Watches,Gold,Walk-in,1,11777,3522,11777,3522,8255,70.1
5001004,2023-04-06,Tokyo,Designer Handbags,Gold,Paid Social,1,3838,816,3838,816,3022,78.7
5002962,2023-04-06,Milan,Luxury Watches,Platinum (VIP),Walk-in,1,14243,2319,14243,2319,11924,83.7
5008813,2023-04-06,Dubai,Haute Fragrance,Gold,Walk-in,3,316,50,948,150,798,84.2
5004784,2023-04-06,Dubai,Haute Fragrance,Silver,Paid Social,1,350,106,350,106,244,69.7
5002298,2023-04-06,Tokyo,Luxury Watches,First-Time Buyer,Paid Social,1,11677,2807,11677,2807,8870,76.0
5004180,2023-04-06,New York,Designer Handbags,First-Time Buyer,Organic Search,1,3758,988,3758,988,2770,73.7
5002230,2023-04-06,Paris,Fine Jewelry,Silver,Paid Social,3,8194,1302,24582,3906,20676,84.1
5008768,2023-04-06,New York,Designer Handbags,Gold,Organic Search,1,3057,759,3057,759,2298,75.2
5002126,2023-04-06,Paris,Luxury Watches,Gold,Walk-in,1,12781,2039,12781,2039,10742,84.0
5008167,2023-04-06,Paris,Designer Handbags,Gold,Exclusive Invite,3,3223,493,9669,1479,8190,84.7
5000107,2023-04-06,Dubai,Luxury Watches,First-Time Buyer,Paid Social,1,11841,3997,11841,3997,7844,66.2
5004002,2023-04-06,Paris,Luxury Watches,First-Time Buyer,Organic Search,2,13476,3566,26952,7132,19820,73.5
5004748,2023-04-06,Dubai,Designer Handbags,Gold,Organic Search,1,3355,617,3355,617,2738,81.6
5005592,2023-04-06,Dubai,Luxury Watches,Silver,Walk-in,1,13300,3900,13300,3900,9400,70.7
5007690,2023-04-07,New York,Fine Jewelry,First-Time Buyer,Paid Social,1,8404,2696,8404,2696,5708,67.9
5007990,2023-04-07,Tokyo,Luxury Watches,Gold,Organic Search,1,14967,5203,14967,5203,9764,65.2
5007627,2023-04-07,Paris,Luxury Watches,First-Time Buyer,Walk-in,1,14411,3362,14411,3362,11049,76.7
5003180,2023-04-07,Dubai,Luxury Watches,Silver,Organic Search,1,11257,3372,11257,3372,7885,70.0
5000439,2023-04-07,Dubai,Luxury Watches,Silver,Paid Social,1,12871,1946,12871,1946,10925,84.9
5004335,2023-04-07,New York,Luxury Watches,Gold,Paid Social,2,13945,2113,27890,4226,23664,84.8
5002163,2023-04-07,New York,Designer Handbags,Silver,Walk-in,1,3410,548,3410,548,2862,83.9
5001956,2023-04-07,Paris,Luxury Watches,Silver,Walk-in,1,12417,3449,12417,3449,8968,72.2
5003299,2023-04-07,Milan,Fine Jewelry,First-Time Buyer,Paid Social,1,8836,1967,8836,1967,6869,77.7
5004270,2023-04-07,Tokyo,Luxury Watches,Gold,Exclusive Invite,1,12840,3683,12840,3683,9157,71.3
5006368,2023-04-07,Paris,Designer Handbags,First-Time Buyer,Walk-in,3,2999,578,8997,1734,7263,80.7
5004313,2023-04-07,New York,Luxury Watches,First-Time Buyer,Organic Search,1,11474,3691,11474,3691,7783,67.8
5002970,2023-04-07,Milan,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3638,574,3638,574,3064,84.2
5000707,2023-04-07,Tokyo,Fine Jewelry,Silver,Exclusive Invite,1,8213,1889,8213,1889,6324,77.0
5009305,2023-04-07,Paris,Haute Fragrance,First-Time Buyer,Walk-in,1,407,103,407,103,304,74.7
5004648,2023-04-07,New York,Fine Jewelry,Platinum (VIP),Exclusive Invite,1,8602,1438,8602,1438,7164,83.3
5005786,2023-04-07,New York,Haute Fragrance,Silver,Exclusive Invite,1,343,88,343,88,255,74.3
5005336,2023-04-07,Paris,Fine Jewelry,Silver,Paid Social,1,9182,2916,9182,2916,6266,68.2
5000258,2023-04-07,Tokyo,Luxury Watches,Gold,Organic Search,1,12500,3144,12500,3144,9356,74.8
5008685,2023-04-07,Dubai,Fine Jewelry,First-Time Buyer,Walk-in,1,8856,1629,8856,1629,7227,81.6
5001075,2023-04-07,Dubai,Fine Jewelry,Silver,Organic Search,2,9008,2916,18016,5832,12184,67.6
5007072,2023-04-07,New York,Luxury Watches,First-Time Buyer,Organic Search,1,12102,2947,12102,2947,9155,75.6
5009798,2023-04-07,Dubai,Haute Fragrance,Platinum (VIP),Organic Search,1,356,102,356,102,254,71.3
5005243,2023-04-07,New York,Fine Jewelry,First-Time Buyer,Paid Social,3,8899,2850,26697,8550,18147,68.0
5005627,2023-04-08,Paris,Fine Jewelry,Gold,Paid Social,1,8195,2465,8195,2465,5730,69.9
5004573,2023-04-08,New York,Luxury Watches,Silver,Organic Search,1,11542,3440,11542,3440,8102,70.2
5008673,2023-04-08,New York,Haute Fragrance,First-Time Buyer,Paid Social,1,383,68,383,68,315,82.2
5001500,2023-04-08,Milan,Luxury Watches,Gold,Paid Social,1,13104,2693,13104,2693,10411,79.4
5007135,2023-04-08,Milan,Designer Handbags,Silver,Paid Social,2,2930,677,5860,1354,4506,76.9
5000210,2023-04-08,Dubai,Luxury Watches,Gold,Walk-in,1,12290,2821,12290,2821,9469,77.0
5008943,2023-04-09,Paris,Luxury Watches,First-Time Buyer,Walk-in,1,12789,3222,12789,3222,9567,74.8
5000628,2023-04-09,Paris,Luxury Watches,First-Time Buyer,Organic Search,1,12984,2612,12984,2612,10372,79.9
5003271,2023-04-09,New York,Haute Fragrance,Silver,Walk-in,1,373,117,373,117,256,68.6
5004259,2023-04-09,Dubai,Haute Fragrance,First-Time Buyer,Organic Search,1,322,71,322,71,251,78.0
5002959,2023-04-09,Paris,Haute Fragrance,First-Time Buyer,Organic Search,1,390,98,390,98,292,74.9
5004955,2023-04-09,Paris,Fine Jewelry,Silver,Paid Social,1,7718,1366,7718,1366,6352,82.3
5002115,2023-04-09,Tokyo,Designer Handbags,First-Time Buyer,Paid Social,1,3572,877,3572,877,2695,75.4
5009075,2023-04-09,New York,Designer Handbags,First-Time Buyer,Organic Search,3,3578,1154,10734,3462,7272,67.7
5005643,2023-04-10,Tokyo,Haute Fragrance,First-Time Buyer,Organic Search,1,365,57,365,57,308,84.4
5003484,2023-04-10,Tokyo,Fine Jewelry,First-Time Buyer,Paid Social,1,10185,2650,10185,2650,7535,74.0
5000955,2023-04-10,Milan,Designer Handbags,Silver,Exclusive Invite,1,3012,607,3012,607,2405,79.8
5007478,2023-04-10,Paris,Fine Jewelry,First-Time Buyer,Walk-in,1,9546,1514,9546,1514,8032,84.1
5001198,2023-04-10,Tokyo,Haute Fragrance,First-Time Buyer,Walk-in,2,316,66,632,132,500,79.1
5004564,2023-04-10,New York,Fine Jewelry,First-Time Buyer,Paid Social,2,10094,2559,20188,5118,15070,74.6
5009460,2023-04-10,Dubai,Designer Handbags,Silver,Paid Social,3,3679,830,11037,2490,8547,77.4
5004272,2023-04-10,Tokyo,Designer Handbags,First-Time Buyer,Walk-in,1,3089,706,3089,706,2383,77.1
5000691,2023-04-10,Paris,Fine Jewelry,Gold,Organic Search,1,8330,1888,8330,1888,6442,77.3
5001376,2023-04-10,Dubai,Luxury Watches,Silver,Walk-in,1,12866,2323,12866,2323,10543,81.9
5009768,2023-04-10,New York,Designer Handbags,Silver,Walk-in,1,3129,505,3129,505,2624,83.9
5006655,2023-04-10,New York,Designer Handbags,First-Time Buyer,Walk-in,1,3001,985,3001,985,2016,67.2
5007705,2023-04-10,New York,Designer Handbags,Gold,Exclusive Invite,2,3072,608,6144,1216,4928,80.2
5000600,2023-04-10,New York,Fine Jewelry,Silver,Organic Search,1,8266,1618,8266,1618,6648,80.4
5000041,2023-04-10,New York,Fine Jewelry,Gold,Walk-in,1,9513,2001,9513,2001,7512,79.0
5003482,2023-04-10,New York,Designer Handbags,Silver,Exclusive Invite,1,3135,1015,3135,1015,2120,67.6
5001397,2023-04-10,Tokyo,Designer Handbags,Gold,Exclusive Invite,1,3118,1027,3118,1027,2091,67.1
5004084,2023-04-10,Milan,Fine Jewelry,Silver,Walk-in,1,8753,1470,8753,1470,7283,83.2
5005174,2023-04-10,Paris,Luxury Watches,Silver,Walk-in,2,13504,2994,27008,5988,21020,77.8
5005055,2023-04-11,Dubai,Designer Handbags,Silver,Paid Social,1,3198,726,3198,726,2472,77.3
5008183,2023-04-11,Dubai,Fine Jewelry,Silver,Organic Search,1,8291,1462,8291,1462,6829,82.4
5002318,2023-04-11,Milan,Haute Fragrance,First-Time Buyer,Organic Search,1,327,84,327,84,243,74.3
5009546,2023-04-11,New York,Fine Jewelry,Gold,Walk-in,1,8208,2378,8208,2378,5830,71.0
5002185,2023-04-11,Paris,Fine Jewelry,First-Time Buyer,Walk-in,1,10090,1966,10090,1966,8124,80.5
5004261,2023-04-11,Dubai,Haute Fragrance,Silver,Paid Social,1,339,88,339,88,251,74.0
5009967,2023-04-11,Milan,Luxury Watches,Silver,Organic Search,1,11829,2030,11829,2030,9799,82.8
5008311,2023-04-11,Tokyo,Fine Jewelry,Silver,Organic Search,1,9658,2385,9658,2385,7273,75.3
5000627,2023-04-11,Tokyo,Designer Handbags,First-Time Buyer,Organic Search,1,2977,737,2977,737,2240,75.2
5001153,2023-04-11,New York,Haute Fragrance,Silver,Walk-in,2,419,70,838,140,698,83.3
5003055,2023-04-11,Paris,Designer Handbags,First-Time Buyer,Organic Search,1,2930,599,2930,599,2331,79.6
5007094,2023-04-12,Dubai,Designer Handbags,Silver,Organic Search,1,3110,948,3110,948,2162,69.5
5006059,2023-04-12,New York,Designer Handbags,Silver,Paid Social,1,3339,841,3339,841,2498,74.8
5006729,2023-04-12,Milan,Designer Handbags,Gold,Exclusive Invite,2,3643,805,7286,1610,5676,77.9
5009103,2023-04-12,Tokyo,Luxury Watches,Silver,Exclusive Invite,1,12683,2439,12683,2439,10244,80.8
5009558,2023-04-12,Dubai,Fine Jewelry,Silver,Walk-in,1,7684,2499,7684,2499,5185,67.5
5001587,2023-04-12,Dubai,Fine Jewelry,Gold,Organic Search,1,8916,1851,8916,1851,7065,79.2
5001819,2023-04-12,Paris,Designer Handbags,First-Time Buyer,Paid Social,1,3432,1018,3432,1018,2414,70.3
5002342,2023-04-12,Milan,Designer Handbags,Gold,Paid Social,1,3558,1143,3558,1143,2415,67.9
5008582,2023-04-12,Dubai,Luxury Watches,Silver,Organic Search,1,14414,2465,14414,2465,11949,82.9
5006117,2023-04-12,Tokyo,Luxury Watches,Platinum (VIP),Exclusive Invite,1,12222,2364,12222,2364,9858,80.7
5005951,2023-04-12,Dubai,Designer Handbags,Silver,Exclusive Invite,2,2988,798,5976,1596,4380,73.3
5000552,2023-04-12,Tokyo,Designer Handbags,Silver,Exclusive Invite,1,3424,1112,3424,1112,2312,67.5
5007002,2023-04-13,Dubai,Designer Handbags,Gold,Paid Social,1,3008,959,3008,959,2049,68.1
5008404,2023-04-13,New York,Designer Handbags,First-Time Buyer,Organic Search,1,3190,615,3190,615,2575,80.7
5008210,2023-04-13,Milan,Luxury Watches,Silver,Paid Social,2,13658,4720,27316,9440,17876,65.4
5009564,2023-04-13,Dubai,Luxury Watches,Silver,Exclusive Invite,1,14697,4339,14697,4339,10358,70.5
5009487,2023-04-13,New York,Fine Jewelry,Silver,Walk-in,1,7736,2055,7736,2055,5681,73.4
5009482,2023-04-13,Tokyo,Fine Jewelry,First-Time Buyer,Organic Search,1,7728,1365,7728,1365,6363,82.3
5003046,2023-04-13,Dubai,Fine Jewelry,Platinum (VIP),Paid Social,1,9431,2616,9431,2616,6815,72.3
5002017,2023-04-13,Tokyo,Luxury Watches,First-Time Buyer,Walk-in,1,12645,3134,12645,3134,9511,75.2
5006297,2023-04-13,Paris,Luxury Watches,First-Time Buyer,Paid Social,1,14241,4963,14241,4963,9278,65.1
5004091,2023-04-13,Paris,Luxury Watches,Platinum (VIP),Walk-in,1,12682,2097,12682,2097,10585,83.5
5005232,2023-04-13,Tokyo,Luxury Watches,Gold,Organic Search,1,13115,2941,13115,2941,10174,77.6
5009671,2023-04-14,New York,Haute Fragrance,Silver,Paid Social,1,369,129,369,129,240,65.0
5002380,2023-04-14,Tokyo,Designer Handbags,Gold,Exclusive Invite,1,3649,1195,3649,1195,2454,67.3
5009408,2023-04-14,Tokyo,Fine Jewelry,Gold,Organic Search,2,9061,1469,18122,2938,15184,83.8
5009341,2023-04-14,Dubai,Luxury Watches,First-Time Buyer,Organic Search,1,14110,4054,14110,4054,10056,71.3
5002107,2023-04-14,Paris,Haute Fragrance,Silver,Walk-in,2,347,118,694,236,458,66.0
5009412,2023-04-14,Tokyo,Luxury Watches,Silver,Organic Search,1,11971,2011,11971,2011,9960,83.2
5009407,2023-04-14,Milan,Haute Fragrance,Silver,Organic Search,1,337,110,337,110,227,67.4
5001352,2023-04-14,New York,Luxury Watches,Gold,Paid Social,1,14998,2343,14998,2343,12655,84.4
5005857,2023-04-14,Dubai,Designer Handbags,Gold,Paid Social,1,3296,900,3296,900,2396,72.7
5003572,2023-04-14,Paris,Fine Jewelry,Platinum (VIP),Walk-in,1,7948,2621,7948,2621,5327,67.0
5005238,2023-04-14,New York,Luxury Watches,Silver,Paid Social,1,12340,3416,12340,3416,8924,72.3
5001739,2023-04-14,New York,Haute Fragrance,First-Time Buyer,Walk-in,1,384,89,384,89,295,76.8
5000640,2023-04-14,Paris,Luxury Watches,Silver,Organic Search,1,11599,1943,11599,1943,9656,83.2
5009932,2023-04-14,Tokyo,Haute Fragrance,Silver,Organic Search,1,363,124,363,124,239,65.8
5009570,2023-04-15,New York,Haute Fragrance,First-Time Buyer,Exclusive Invite,1,350,113,350,113,237,67.7
5009426,2023-04-15,Paris,Designer Handbags,Gold,Organic Search,1,3686,763,3686,763,2923,79.3
5002717,2023-04-15,New York,Fine Jewelry,First-Time Buyer,Paid Social,1,8162,2348,8162,2348,5814,71.2
5009835,2023-04-15,Tokyo,Fine Jewelry,First-Time Buyer,Paid Social,1,8886,2112,8886,2112,6774,76.2
5005941,2023-04-15,Tokyo,Haute Fragrance,First-Time Buyer,Walk-in,1,416,127,416,127,289,69.5
5009444,2023-04-15,Paris,Luxury Watches,First-Time Buyer,Walk-in,1,13989,3103,13989,3103,10886,77.8
5001458,2023-04-15,New York,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3200,853,3200,853,2347,73.3
5000934,2023-04-15,Paris,Luxury Watches,Silver,Walk-in,1,12735,4037,12735,4037,8698,68.3
5001069,2023-04-16,Paris,Luxury Watches,Gold,Organic Search,1,11756,3888,11756,3888,7868,66.9
5001395,2023-04-16,New York,Luxury Watches,First-Time Buyer,Walk-in,2,11910,1901,23820,3802,20018,84.0
5001744,2023-04-16,New York,Designer Handbags,Gold,Walk-in,1,3236,584,3236,584,2652,82.0
5003026,2023-04-16,Paris,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3322,893,3322,893,2429,73.1
5003367,2023-04-16,Milan,Designer Handbags,First-Time Buyer,Organic Search,1,3112,729,3112,729,2383,76.6
5005116,2023-04-16,Dubai,Designer Handbags,First-Time Buyer,Walk-in,1,3701,1039,3701,1039,2662,71.9
5000894,2023-04-16,Dubai,Designer Handbags,Gold,Organic Search,1,3587,1089,3587,1089,2498,69.6
5002321,2023-04-16,Paris,Luxury Watches,First-Time Buyer,Organic Search,1,11688,2711,11688,2711,8977,76.8
5001245,2023-04-16,Paris,Fine Jewelry,First-Time Buyer,Organic Search,2,10199,1791,20398,3582,16816,82.4
5009866,2023-04-16,New York,Designer Handbags,First-Time Buyer,Walk-in,1,2990,643,2990,643,2347,78.5
5009245,2023-04-16,New York,Luxury Watches,First-Time Buyer,Walk-in,1,14221,3096,14221,3096,11125,78.2
5003439,2023-04-16,Dubai,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3149,970,3149,970,2179,69.2
5001256,2023-04-16,New York,Fine Jewelry,First-Time Buyer,Organic Search,1,9773,3054,9773,3054,6719,68.8
5006353,2023-04-16,Milan,Luxury Watches,First-Time Buyer,Paid Social,2,12082,2671,24164,5342,18822,77.9
5005561,2023-04-16,Tokyo,Luxury Watches,Silver,Paid Social,1,11748,3948,11748,3948,7800,66.4
5006543,2023-04-16,Paris,Luxury Watches,First-Time Buyer,Paid Social,1,13623,2168,13623,2168,11455,84.1
5007224,2023-04-16,Paris,Luxury Watches,Platinum (VIP),Organic Search,3,13930,3198,41790,9594,32196,77.0
5003675,2023-04-16,Milan,Luxury Watches,Silver,Walk-in,1,13017,2181,13017,2181,10836,83.2
5002483,2023-04-17,Paris,Fine Jewelry,Gold,Organic Search,1,9470,2115,9470,2115,7355,77.7
5007047,2023-04-17,Tokyo,Luxury Watches,Silver,Organic Search,1,14863,4577,14863,4577,10286,69.2
5007093,2023-04-17,New York,Luxury Watches,First-Time Buyer,Paid Social,1,12025,2252,12025,2252,9773,81.3
5007738,2023-04-17,Milan,Designer Handbags,Silver,Walk-in,1,3318,905,3318,905,2413,72.7
5009128,2023-04-17,Tokyo,Designer Handbags,First-Time Buyer,Exclusive Invite,1,3470,770,3470,770,2700,77.8
5003076,2023-04-17,Paris,Designer Handbags,Silver,Organic Search,1,3236,760,3236,760,2476,76.5
5002616,2023-04-17,New York,Designer Handbags,Silver,Paid Social,1,3833,1111,3833,1111,2722,71.0
5005516,2023-04-17,Milan,Luxury Watches,Silver,Paid Social,1,12628,3285,12628,3285,9343,74.0
5006975,2023-04-17,New York,Luxury Watches,Gold,Organic Search,1,14864,2694,14864,2694,12170,81.9
5008681,2023-04-17,Tokyo,Luxury Watches,Silver,Walk-in,1,14676,2807,14676,2807,11869,80.9
5005150,2023-04-17,New York,Designer Handbags,First-Time Buyer,Organic Search,1,3263,932,3263,932,2331,71.4
5000278,2023-04-17,Tokyo,Fine Jewelry,First-Time Buyer,Exclusive Invite,1,7800,2429,7800,2429,5371,68.9
5000680,2023-04-17,New York,Designer Handbags,First-Time Buyer,Organic Search,1,2914,933,2914,933,1981,68.0
5002730,2023-04-17,Tokyo,Haute Fragrance,First-Time Buyer,Walk-in,1,393,77,393,77,316,80.4
5009992,2023-04-18,Paris,Haute Fragrance,Silver,Organic Search,1,405,137,405,137,268,66.2
5001690,2023-04-18,Paris,Luxury Watches,Silver,Paid Social,1,11342,2855,11342,2855,8487,74.8
5005069,2023-04-18,Tokyo,Haute Fragrance,Silver,Organic Search,1,373,106,373,106,267,71.6
5001184,2023-04-18,Paris,Luxury Watches,Silver,Paid Social,1,14939,4505,14939,4505,10434,69.8
5004404,2023-04-18,Tokyo,Luxury Watches,First-Time Buyer,Exclusive Invite,1,11532,3825,11532,3825,7707,66.8
5001873,2023-04-18,Milan,Luxury Watches,Silver,Paid Social,1,12727,3078,12727,3078,9649,75.8
5003352,2023-04-18,Paris,Fine Jewelry,First-Time Buyer,Organic Search,1,8031,1309,8031,1309,6722,83.7
5003911,2023-04-18,Tokyo,Luxury Watches,Gold,Walk-in,1,11865,2735,11865,2735,9130,76.9
5003927,2023-04-18,New York,Designer Handbags,First-Time Buyer,Walk-in,1,3070,870,3070,870,2200,71.7
5009727,2023-04-18,Milan,Fine Jewelry,Gold,Walk-in,3,9593,2204,28779,6612,22167,77.0
5006578,2023-04-18,Dubai,Haute Fragrance,Platinum (VIP),Exclusive Invite,1,406,100,406,100,306,75.4
5001995,2023-04-18,Tokyo,Fine Jewelry,Gold,Organic Search,1,10188,2440,10188,2440,7748,76.1
5000659,2023-04-19,New York,Luxury Watches,Silver,Organic Search,1,12908,2260,12908,2260,10648,82.5
5005143,2023-04-19,Paris,Designer Handbags,Silver,Organic Search,2,2921,682,5842,1364,4478,76.7
5008168,2023-04-19,Paris,Luxury Watches,Silver,Organic Search,1,14609,3782,14609,3782,10827,74.1
5007352,2023-04-19,New York,Luxury Watches,Gold,Exclusive Invite,2,13163,3392,26326,6784,19542,74.2
5004331,2023-04-19,Paris,Designer Handbags,Silver,Paid Social,1,3652,707,3652,707,2945,80.6
5007179,2023-04-19,Dubai,Designer Handbags,Gold,Organic Search,1,3412,1162,3412,1162,2250,65.9
5004783,2023-04-19,Paris,Luxury Watches,Gold,Walk-in,3,14138,4305,42414,12915,29499,69.6
5003885,2023-04-19,Tokyo,Fine Jewelry,Silver,Paid Social,2,8722,2180,17444,4360,13084,75.0
5008505,2023-04-19,New York,Luxury Watches,Silver,Walk-in,1,11672,2124,11672,2124,9548,81.8
5000931,2023-04-19,Dubai,Haute Fragrance,First-Time Buyer,Walk-in,1,414,112,414,112,302,72.9
5006393,2023-04-19,Paris,Designer Handbags,Silver,Exclusive Invite,1,2946,983,2946,983,1963,66.6
5008495,2023-04-19,Dubai,Designer Handbags,Silver,Organic Search,1,3399,555,3399,555,2844,83.7
5005228,2023-04-20,Tokyo,Fine Jewelry,Silver,Organic Search,2,7715,2237,15430,4474,10956,71.0
5005972,2023-04-20,Milan,Haute Fragrance,First-Time Buyer,Paid Social,2,394,82,788,164,624,79.2
5009842,2023-04-20,New York,Fine Jewelry,Silver,Paid Social,1,8530,1879,8530,1879,6651,78.0
5009859,2023-04-20,Milan,Haute Fragrance,First-Time Buyer,Organic Search,1,341,71,341,71,270,79.2
5003936,2023-04-20,New York,Haute Fragrance,Silver,Paid Social,1,328,112,328,112,216,65.9
5007505,2023-04-20,Milan,Luxury Watches,First-Time Buyer,Walk-in,1,14114,2452,14114,2452,11662,82.6
5006598,2023-04-20,New York,Fine Jewelry,Silver,Organic Search,1,9249,2837,9249,2837,6412,69.3
5001046,2023-04-20,New York,Haute Fragrance,Silver,Organic Search,1,344,54,344,54,290,84.3
5007635,2023-04-20,Paris,Luxury Watches,First-Time Buyer,Paid Social,1,12934,3066,12934,3066,9868,76.3
5007193,2023-04-20,New York,Haute Fragrance,First-Time Buyer,Organic Search,1,373,92,373,92,281,75.3
5006383,2023-04-20,Dubai,Designer Handbags,First-Time Buyer,Paid Social,1,3022,914,3022,914,2108,69.8
5002311,2023-04-20,Tokyo,Luxury Watches,Gold,Organic Search,1,13438,4389,13438,4389,9049,67.3
5000553,2023-04-20,New York,Luxury Watches,Silver,Organic Search,1,14896,4003,14896,4003,10893,73.1
5007256,2023-04-20,Milan,Luxury Watches,First-Time Buyer,Exclusive Invite,1,14715,4556,14715,4556,10159,69.0
5001512,2023-04-20,Dubai,Designer Handbags,Silver,Organic Search,2,3714,888,7428,1776,5652,76.1
5000658,2023-04-21,Tokyo,Luxury Watches,Gold,Organic Search,1,11918,2280,11918,2280,9638,80.9
5003973,2023-04-21,Paris,Luxury Watches,Silver,Paid Social,1,14544,4454,14544,4454,10090,69.4
5004369,2023-04-21,Dubai,Luxury Watches,Silver,Walk-in,1,12956,2008,12956,2008,10948,84.5
5000397,2023-04-21,Dubai,Designer Handbags,Silver,Walk-in,1,3673,1017,3673,1017,2656,72.3
5008872,2023-04-21,Paris,Luxury Watches,First-Time Buyer,Walk-in,1,14750,4070,14750,4070,10680,72.4
5002117,2023-04-21,Dubai,Luxury Watches,Silver,Organic Search,3,11963,3981,35889,11943,23946,66.7
5007175,2023-04-21,New York,Haute Fragrance,First-Time Buyer,Organic Search,1,388,116,388,116,272,70.1
5000028,2023-04-21,Milan,Fine Jewelry,Platinum (VIP),Organic Search,2,9266,2247,18532,4494,14038,75.8
5007354,2023-04-21,Paris,Fine Jewelry,First-Time Buyer,Exclusive Invite,1,9935,3048,9935,3048,6887,69.3
5003915,2023-04-21,Tokyo,Luxury Watches,Platinum (VIP),Organic Search,1,13286,2570,13286,2570,10716,80.7
